match_id,season,season_start_year,match_date,team,opponent,venue,venue_ko,goals_for,goals_against,goal_difference,result,points,shots_for,shots_against,shots_on_target_for,shots_on_target_against,corners_for,corners_against,fouls_committed,fouls_drawn,yellow_cards,red_cards,clean_sheet,scored,match_stats_available,team_match_number,rolling_points_last5,rolling_goal_diff_last5
20222023_131,2022-2023,2022,2022-11-12,Schalke 04,Bayern München,Home,홈,0,2,-2,L,0,6,22,2,6,4,5,7,4,0,0,False,False,True,15,3,-5
20222023_139,2022-2023,2022,2023-01-21,Schalke 04,Eintracht Frankfurt,Away,원정,0,3,-3,L,0,18,11,4,3,4,5,10,14,3,0,False,False,True,16,3,-7
20222023_147,2022-2023,2022,2023-01-24,Schalke 04,RB Leipzig,Home,홈,1,6,-5,L,0,9,21,1,14,1,6,16,13,1,0,False,True,True,17,3,-10
20222023_162,2022-2023,2022,2023-01-29,Schalke 04,1. FC Köln,Home,홈,0,0,0,D,1,15,7,2,0,7,7,13,16,3,0,True,False,True,18,4,-9
20222023_167,2022-2023,2022,2023-02-04,Schalke 04,Borussia Mönchengladbach,Away,원정,0,0,0,D,1,18,17,5,4,5,9,15,9,3,0,True,False,True,19,2,-10
20222023_172,2022-2023,2022,2023-02-10,Schalke 04,VfL Wolfsburg,Home,홈,0,0,0,D,1,17,8,5,2,9,3,10,20,1,0,True,False,True,20,3,-8
20222023_187,2022-2023,2022,2023-02-19,Schalke 04,1. FC Union Berlin,Away,원정,0,0,0,D,1,6,9,2,4,4,6,19,13,1,0,True,False,True,21,4,-5
20222023_194,2022-2023,2022,2023-02-25,Schalke 04,VfB Stuttgart,Home,홈,2,1,1,W,3,11,17,6,5,6,9,12,13,2,0,False,True,True,22,7,1
20222023_205,2022-2023,2022,2023-03-04,Schalke 04,VfL Bochum,Away,원정,2,0,2,W,3,9,6,5,4,4,4,11,17,1,0,True,True,True,23,9,3
20222023_213,2022-2023,2022,2023-03-11,Schalke 04,Borussia Dortmund,Home,홈,2,2,0,D,1,10,20,5,8,3,6,16,8,1,0,False,True,True,24,9,3
20222023_219,2022-2023,2022,2023-03-18,Schalke 04,FC Augsburg,Away,원정,1,1,0,D,1,13,9,5,3,6,9,14,11,4,0,False,True,True,25,9,3
20222023_231,2022-2023,2022,2023-04-01,Schalke 04,Bayer Leverkusen,Home,홈,0,3,-3,L,0,12,18,3,10,7,5,20,13,2,0,False,False,True,26,8,0
20222023_242,2022-2023,2022,2023-04-09,Schalke 04,TSG Hoffenheim,Away,원정,0,2,-2,L,0,10,15,3,4,8,9,13,14,0,0,False,False,True,27,5,-3
20222023_244,2022-2023,2022,2023-04-14,Schalke 04,Hertha BSC,Home,홈,5,2,3,W,3,14,11,7,5,7,8,12,19,2,0,False,True,True,28,5,-2
20222023_261,2022-2023,2022,2023-04-23,Schalke 04,SC Freiburg,Away,원정,0,4,-4,L,0,10,25,4,12,5,6,10,9,2,0,False,False,True,29,4,-6
20222023_267,2022-2023,2022,2023-04-29,Schalke 04,Werder Bremen,Home,홈,2,1,1,W,3,21,11,10,1,11,3,9,17,4,0,False,True,True,30,6,-5
20222023_272,2022-2023,2022,2023-05-05,Schalke 04,Mainz 05,Away,원정,3,2,1,W,3,15,9,10,4,6,7,10,12,1,0,False,True,True,31,9,-1
20222023_282,2022-2023,2022,2023-05-13,Schalke 04,Bayern München,Away,원정,0,6,-6,L,0,8,23,0,14,3,4,10,10,3,0,False,False,True,32,9,-5
20222023_292,2022-2023,2022,2023-05-20,Schalke 04,Eintracht Frankfurt,Home,홈,2,2,0,D,1,11,6,4,3,8,3,11,16,3,0,False,True,True,33,7,-8
20222023_303,2022-2023,2022,2023-05-27,Schalke 04,RB Leipzig,Away,원정,2,4,-2,L,0,16,19,4,12,5,4,11,13,2,0,False,True,True,34,7,-6
20222023_004,2022-2023,2022,2022-08-06,TSG Hoffenheim,Borussia Mönchengladbach,Away,원정,1,3,-2,L,0,2,18,1,8,2,4,12,18,4,1,False,True,True,1,0,-2
20222023_015,2022-2023,2022,2022-08-13,TSG Hoffenheim,VfL Bochum,Home,홈,3,2,1,W,3,24,11,13,5,8,2,13,10,1,0,False,True,True,2,3,-1
20222023_021,2022-2023,2022,2022-08-20,TSG Hoffenheim,Bayer Leverkusen,Away,원정,3,0,3,W,3,10,14,5,3,1,3,18,15,4,0,True,True,True,3,6,2
20222023_034,2022-2023,2022,2022-08-27,TSG Hoffenheim,FC Augsburg,Home,홈,1,0,1,W,3,24,12,6,1,4,6,14,9,1,0,True,True,True,4,9,3
20222023_037,2022-2023,2022,2022-09-02,TSG Hoffenheim,Borussia Dortmund,Away,원정,0,1,-1,L,0,7,16,2,5,8,5,15,14,4,0,False,False,True,5,9,2
20222023_052,2022-2023,2022,2022-09-10,TSG Hoffenheim,Mainz 05,Home,홈,4,1,3,W,3,21,10,9,2,7,5,9,13,3,0,False,True,True,6,12,7
20222023_062,2022-2023,2022,2022-09-18,TSG Hoffenheim,SC Freiburg,Home,홈,0,0,0,D,1,10,14,3,4,5,3,15,9,1,0,True,False,True,7,10,6
20222023_071,2022-2023,2022,2022-10-02,TSG Hoffenheim,Hertha BSC,Away,원정,1,1,0,D,1,16,13,4,5,6,2,15,5,1,0,False,True,True,8,8,3
20222023_073,2022-2023,2022,2022-10-07,TSG Hoffenheim,Werder Bremen,Home,홈,1,2,-1,L,0,16,8,6,3,3,3,12,18,3,0,False,True,True,9,5,1
20222023_082,2022-2023,2022,2022-10-14,TSG Hoffenheim,Schalke 04,Away,원정,3,0,3,W,3,18,14,7,2,5,4,8,12,2,0,True,True,True,10,8,5
20222023_097,2022-2023,2022,2022-10-22,TSG Hoffenheim,Bayern München,Home,홈,0,2,-2,L,0,7,23,3,10,7,5,12,8,3,0,False,False,True,11,5,0
20222023_106,2022-2023,2022,2022-10-30,TSG Hoffenheim,1. FC Köln,Away,원정,1,1,0,D,1,9,11,4,3,4,5,10,11,2,1,False,True,True,12,5,0
20222023_114,2022-2023,2022,2022-11-05,TSG Hoffenheim,RB Leipzig,Home,홈,1,3,-2,L,0,11,17,3,8,6,3,9,9,4,0,False,True,True,13,4,-2
20222023_124,2022-2023,2022,2022-11-09,TSG Hoffenheim,Eintracht Frankfurt,Away,원정,2,4,-2,L,0,12,15,3,8,5,4,22,9,3,0,False,True,True,14,4,-3
20222023_132,2022-2023,2022,2022-11-12,TSG Hoffenheim,VfL Wolfsburg,Home,홈,1,2,-1,L,0,22,6,8,3,7,1,15,11,0,0,False,True,True,15,1,-7
20222023_138,2022-2023,2022,2023-01-21,TSG Hoffenheim,1. FC Union Berlin,Away,원정,1,3,-2,L,0,10,23,5,5,4,9,13,11,1,0,False,True,True,16,1,-7
20222023_148,2022-2023,2022,2023-01-24,TSG Hoffenheim,VfB Stuttgart,Home,홈,2,2,0,D,1,13,8,5,4,6,4,12,4,1,0,False,True,True,17,1,-7
20222023_159,2022-2023,2022,2023-01-28,TSG Hoffenheim,Borussia Mönchengladbach,Home,홈,1,4,-3,L,0,15,10,5,5,4,3,23,10,2,0,False,True,True,18,1,-8
20222023_169,2022-2023,2022,2023-02-04,TSG Hoffenheim,VfL Bochum,Away,원정,2,5,-3,L,0,10,17,4,11,6,6,15,13,3,0,False,True,True,19,1,-9
20222023_177,2022-2023,2022,2023-02-11,TSG Hoffenheim,Bayer Leverkusen,Home,홈,1,3,-2,L,0,11,12,6,5,5,8,15,9,3,0,False,True,True,20,1,-10
20222023_181,2022-2023,2022,2023-02-17,TSG Hoffenheim,FC Augsburg,Away,원정,0,1,-1,L,0,8,16,2,3,1,6,14,13,3,0,False,False,True,21,1,-9
20222023_195,2022-2023,2022,2023-02-25,TSG Hoffenheim,Borussia Dortmund,Home,홈,0,1,-1,L,0,13,23,4,11,12,11,11,7,3,0,False,False,True,22,0,-10
20222023_203,2022-2023,2022,2023-03-04,TSG Hoffenheim,Mainz 05,Away,원정,0,1,-1,L,0,15,16,4,6,3,11,15,12,4,0,False,False,True,23,0,-8
20222023_214,2022-2023,2022,2023-03-12,TSG Hoffenheim,SC Freiburg,Away,원정,1,2,-1,L,0,12,9,1,3,2,2,25,11,5,1,False,True,True,24,0,-6
20222023_220,2022-2023,2022,2023-03-18,TSG Hoffenheim,Hertha BSC,Home,홈,3,1,2,W,3,15,11,7,5,8,9,10,11,0,1,False,True,True,25,3,-2
20222023_234,2022-2023,2022,2023-04-02,TSG Hoffenheim,Werder Bremen,Away,원정,2,1,1,W,3,8,12,2,5,6,1,16,11,4,0,False,True,True,26,6,0
20222023_242,2022-2023,2022,2023-04-09,TSG Hoffenheim,Schalke 04,Home,홈,2,0,2,W,3,15,10,4,3,9,8,14,13,3,0,True,True,True,27,9,3
20222023_246,2022-2023,2022,2023-04-15,TSG Hoffenheim,Bayern München,Away,원정,1,1,0,D,1,4,22,3,7,4,13,10,7,1,0,False,True,True,28,10,4
20222023_257,2022-2023,2022,2023-04-22,TSG Hoffenheim,1. FC Köln,Home,홈,1,3,-2,L,0,11,14,4,7,2,5,11,11,1,0,False,True,True,29,10,3
20222023_266,2022-2023,2022,2023-04-29,TSG Hoffenheim,RB Leipzig,Away,원정,0,1,-1,L,0,5,16,2,2,1,7,14,9,2,0,False,False,True,30,7,0
20222023_277,2022-2023,2022,2023-05-06,TSG Hoffenheim,Eintracht Frankfurt,Home,홈,3,1,2,W,3,8,19,5,6,1,11,17,14,2,1,False,True,True,31,7,1
20222023_286,2022-2023,2022,2023-05-13,TSG Hoffenheim,VfL Wolfsburg,Away,원정,1,2,-1,L,0,10,8,2,3,7,3,12,17,2,0,False,True,True,32,4,-2
20222023_293,2022-2023,2022,2023-05-20,TSG Hoffenheim,1. FC Union Berlin,Home,홈,4,2,2,W,3,10,20,5,4,1,5,15,15,4,0,False,True,True,33,6,0
20222023_304,2022-2023,2022,2023-05-27,TSG Hoffenheim,VfB Stuttgart,Away,원정,1,1,0,D,1,8,19,2,4,2,9,10,12,0,0,False,True,True,34,7,2
20222023_009,2022-2023,2022,2022-08-07,VfB Stuttgart,RB Leipzig,Home,홈,1,1,0,D,1,11,27,2,9,1,9,14,9,2,0,False,True,True,1,1,0
20222023_016,2022-2023,2022,2022-08-13,VfB Stuttgart,Werder Bremen,Away,원정,2,2,0,D,1,14,5,7,3,5,2,10,6,2,0,False,True,True,2,2,0
20222023_024,2022-2023,2022,2022-08-20,VfB Stuttgart,SC Freiburg,Home,홈,0,1,-1,L,0,18,9,5,3,3,1,8,12,4,0,False,False,True,3,2,-1
20222023_035,2022-2023,2022,2022-08-28,VfB Stuttgart,1. FC Köln,Away,원정,0,0,0,D,1,13,6,5,2,8,6,12,14,2,1,True,False,True,4,3,-1
20222023_041,2022-2023,2022,2022-09-03,VfB Stuttgart,Schalke 04,Home,홈,1,1,0,D,1,13,13,3,4,5,7,11,10,4,1,False,True,True,5,4,-1
20222023_047,2022-2023,2022,2022-09-10,VfB Stuttgart,Bayern München,Away,원정,2,2,0,D,1,8,18,3,7,0,3,9,11,5,0,False,True,True,6,4,-1
20222023_060,2022-2023,2022,2022-09-17,VfB Stuttgart,Eintracht Frankfurt,Home,홈,1,3,-2,L,0,15,13,2,8,7,4,9,11,2,0,False,True,True,7,3,-3
20222023_069,2022-2023,2022,2022-10-01,VfB Stuttgart,VfL Wolfsburg,Away,원정,2,3,-1,L,0,15,20,7,7,5,8,14,16,5,0,False,True,True,8,3,-3
20222023_081,2022-2023,2022,2022-10-09,VfB Stuttgart,1. FC Union Berlin,Home,홈,0,1,-1,L,0,9,7,3,4,2,5,12,10,3,1,False,False,True,9,2,-4
20222023_085,2022-2023,2022,2022-10-15,VfB Stuttgart,VfL Bochum,Home,홈,4,1,3,W,3,16,14,7,4,3,3,6,17,0,0,False,True,True,10,4,-1
20222023_093,2022-2023,2022,2022-10-22,VfB Stuttgart,Borussia Dortmund,Away,원정,0,5,-5,L,0,10,19,1,10,2,9,8,7,0,0,False,False,True,11,3,-6
20222023_104,2022-2023,2022,2022-10-29,VfB Stuttgart,FC Augsburg,Home,홈,2,1,1,W,3,31,12,8,6,10,3,7,12,1,0,False,True,True,12,6,-3
20222023_109,2022-2023,2022,2022-11-04,VfB Stuttgart,Borussia Mönchengladbach,Away,원정,1,3,-2,L,0,13,11,4,6,5,3,16,13,1,0,False,True,True,13,6,-4
20222023_119,2022-2023,2022,2022-11-08,VfB Stuttgart,Hertha BSC,Home,홈,2,1,1,W,3,16,11,7,4,8,5,9,15,3,0,False,True,True,14,9,-2
20222023_128,2022-2023,2022,2022-11-12,VfB Stuttgart,Bayer Leverkusen,Away,원정,0,2,-2,L,0,7,11,1,3,2,4,10,11,3,0,False,False,True,15,6,-7
20222023_140,2022-2023,2022,2023-01-21,VfB Stuttgart,Mainz 05,Home,홈,1,1,0,D,1,16,12,4,2,3,5,15,17,1,0,False,True,True,16,7,-2
20222023_148,2022-2023,2022,2023-01-24,VfB Stuttgart,TSG Hoffenheim,Away,원정,2,2,0,D,1,8,13,4,5,4,6,4,12,3,1,False,True,True,17,5,-3
20222023_154,2022-2023,2022,2023-01-27,VfB Stuttgart,RB Leipzig,Away,원정,1,2,-1,L,0,10,9,3,4,6,3,6,8,0,0,False,True,True,18,5,-2
20222023_170,2022-2023,2022,2023-02-05,VfB Stuttgart,Werder Bremen,Home,홈,0,2,-2,L,0,16,9,5,4,8,4,8,17,2,0,False,False,True,19,2,-5
20222023_176,2022-2023,2022,2023-02-11,VfB Stuttgart,SC Freiburg,Away,원정,1,2,-1,L,0,14,9,3,5,3,4,10,13,3,0,False,True,True,20,2,-4
20222023_184,2022-2023,2022,2023-02-18,VfB Stuttgart,1. FC Köln,Home,홈,3,0,3,W,3,18,11,7,4,3,6,10,12,3,0,True,True,True,21,4,-1
20222023_194,2022-2023,2022,2023-02-25,VfB Stuttgart,Schalke 04,Away,원정,1,2,-1,L,0,17,11,5,6,9,6,13,12,2,0,False,True,True,22,3,-2
20222023_204,2022-2023,2022,2023-03-04,VfB Stuttgart,Bayern München,Home,홈,1,2,-1,L,0,11,13,4,6,3,6,6,12,0,0,False,True,True,23,3,-2
20222023_210,2022-2023,2022,2023-03-11,VfB Stuttgart,Eintracht Frankfurt,Away,원정,1,1,0,D,1,9,10,5,1,2,3,11,16,1,0,False,True,True,24,4,0
20222023_221,2022-2023,2022,2023-03-18,VfB Stuttgart,VfL Wolfsburg,Home,홈,0,1,-1,L,0,12,9,2,3,3,8,10,8,1,0,False,False,True,25,4,0
20222023_227,2022-2023,2022,2023-04-01,VfB Stuttgart,1. FC Union Berlin,Away,원정,0,3,-3,L,0,17,13,8,5,5,3,12,11,1,0,False,False,True,26,1,-6
20222023_243,2022-2023,2022,2023-04-09,VfB Stuttgart,VfL Bochum,Away,원정,3,2,1,W,3,14,11,7,5,4,7,8,12,3,0,False,True,True,27,4,-4
20222023_249,2022-2023,2022,2023-04-15,VfB Stuttgart,Borussia Dortmund,Home,홈,3,3,0,D,1,12,15,5,6,5,7,7,14,5,1,False,True,True,28,5,-3
20222023_253,2022-2023,2022,2023-04-21,VfB Stuttgart,FC Augsburg,Away,원정,1,1,0,D,1,6,4,3,1,3,1,12,17,3,0,False,True,True,29,5,-3
20222023_268,2022-2023,2022,2023-04-29,VfB Stuttgart,Borussia Mönchengladbach,Home,홈,2,1,1,W,3,18,9,5,4,5,8,11,14,2,0,False,True,True,30,8,-1
20222023_275,2022-2023,2022,2023-05-06,VfB Stuttgart,Hertha BSC,Away,원정,1,2,-1,L,0,16,7,4,3,5,3,19,9,1,0,False,True,True,31,8,1
20222023_288,2022-2023,2022,2023-05-14,VfB Stuttgart,Bayer Leverkusen,Home,홈,1,1,0,D,1,9,12,1,3,7,3,7,14,3,0,False,True,True,32,6,0
20222023_297,2022-2023,2022,2023-05-21,VfB Stuttgart,Mainz 05,Away,원정,4,1,3,W,3,8,9,6,6,3,6,11,18,1,0,False,True,True,33,8,3
20222023_304,2022-2023,2022,2023-05-27,VfB Stuttgart,TSG Hoffenheim,Home,홈,1,1,0,D,1,19,8,4,2,9,2,12,10,0,0,False,True,True,34,8,3
20222023_006,2022-2023,2022,2022-08-06,VfL Bochum,Mainz 05,Home,홈,1,2,-1,L,0,16,13,3,6,3,5,11,16,2,0,False,True,True,1,0,-1
20222023_015,2022-2023,2022,2022-08-13,VfL Bochum,TSG Hoffenheim,Away,원정,2,3,-1,L,0,11,24,5,13,2,8,10,13,1,0,False,True,True,2,0,-2
20222023_027,2022-2023,2022,2022-08-21,VfL Bochum,Bayern München,Home,홈,0,7,-7,L,0,13,22,7,12,5,5,10,6,1,0,False,False,True,3,0,-9
20222023_028,2022-2023,2022,2022-08-26,VfL Bochum,SC Freiburg,Away,원정,0,1,-1,L,0,15,28,5,12,5,2,13,15,2,0,False,False,True,4,0,-10
20222023_042,2022-2023,2022,2022-09-03,VfL Bochum,Werder Bremen,Home,홈,0,2,-2,L,0,19,16,6,6,7,3,15,10,2,0,False,False,True,5,0,-12
20222023_051,2022-2023,2022,2022-09-10,VfL Bochum,Schalke 04,Away,원정,1,3,-2,L,0,9,20,2,8,8,3,16,12,3,0,False,True,True,6,0,-13
20222023_063,2022-2023,2022,2022-09-18,VfL Bochum,1. FC Köln,Home,홈,1,1,0,D,1,7,18,0,3,4,8,12,8,0,0,False,True,True,7,1,-12
20222023_067,2022-2023,2022,2022-10-01,VfL Bochum,RB Leipzig,Away,원정,0,4,-4,L,0,2,17,1,9,2,7,8,8,2,0,False,False,True,8,1,-9
20222023_078,2022-2023,2022,2022-10-08,VfL Bochum,Eintracht Frankfurt,Home,홈,3,0,3,W,3,11,11,6,2,9,4,12,10,2,0,True,True,True,9,4,-5
20222023_085,2022-2023,2022,2022-10-15,VfL Bochum,VfB Stuttgart,Away,원정,1,4,-3,L,0,14,16,4,7,3,3,17,6,3,0,False,True,True,10,4,-6
20222023_099,2022-2023,2022,2022-10-23,VfL Bochum,1. FC Union Berlin,Home,홈,2,1,1,W,3,8,6,5,3,3,7,14,10,1,0,False,True,True,11,7,-3
20222023_105,2022-2023,2022,2022-10-29,VfL Bochum,VfL Wolfsburg,Away,원정,0,4,-4,L,0,10,22,3,7,2,7,17,7,1,0,False,False,True,12,6,-7
20222023_110,2022-2023,2022,2022-11-05,VfL Bochum,Borussia Dortmund,Away,원정,0,3,-3,L,0,7,6,1,3,5,2,14,7,1,0,False,False,True,13,6,-6
20222023_120,2022-2023,2022,2022-11-08,VfL Bochum,Borussia Mönchengladbach,Home,홈,2,1,1,W,3,13,8,4,2,6,3,11,14,1,0,False,True,True,14,6,-8
20222023_129,2022-2023,2022,2022-11-12,VfL Bochum,FC Augsburg,Away,원정,1,0,1,W,3,11,19,4,5,2,6,9,12,1,0,True,True,True,15,9,-4
20222023_141,2022-2023,2022,2023-01-21,VfL Bochum,Hertha BSC,Home,홈,3,1,2,W,3,10,10,3,2,1,6,13,13,1,0,False,True,True,16,9,-3
20222023_149,2022-2023,2022,2023-01-25,VfL Bochum,Bayer Leverkusen,Away,원정,0,2,-2,L,0,9,11,2,4,4,3,14,15,4,0,False,False,True,17,9,-1
20222023_157,2022-2023,2022,2023-01-28,VfL Bochum,Mainz 05,Away,원정,2,5,-3,L,0,14,14,4,7,2,3,11,17,1,0,False,True,True,18,9,-1
20222023_169,2022-2023,2022,2023-02-04,VfL Bochum,TSG Hoffenheim,Home,홈,5,2,3,W,3,17,10,11,4,6,6,13,15,2,0,False,True,True,19,9,1
20222023_173,2022-2023,2022,2023-02-11,VfL Bochum,Bayern München,Away,원정,0,3,-3,L,0,7,25,1,12,3,6,12,10,1,0,False,False,True,20,6,-3
20222023_185,2022-2023,2022,2023-02-18,VfL Bochum,SC Freiburg,Home,홈,0,2,-2,L,0,15,15,6,5,5,5,15,10,4,1,False,False,True,21,3,-7
20222023_196,2022-2023,2022,2023-02-25,VfL Bochum,Werder Bremen,Away,원정,0,3,-3,L,0,9,12,2,6,0,2,16,16,2,0,False,False,True,22,3,-8
20222023_205,2022-2023,2022,2023-03-04,VfL Bochum,Schalke 04,Home,홈,0,2,-2,L,0,6,9,4,5,4,4,17,11,2,0,False,False,True,23,3,-7
20222023_208,2022-2023,2022,2023-03-10,VfL Bochum,1. FC Köln,Away,원정,2,0,2,W,3,9,11,3,5,1,10,14,9,2,0,True,True,True,24,3,-8
20222023_222,2022-2023,2022,2023-03-18,VfL Bochum,RB Leipzig,Home,홈,1,0,1,W,3,8,21,2,8,2,7,10,8,2,0,True,True,True,25,6,-4
20222023_226,2022-2023,2022,2023-03-31,VfL Bochum,Eintracht Frankfurt,Away,원정,1,1,0,D,1,8,18,2,7,2,15,13,14,2,0,False,True,True,26,7,-2
20222023_243,2022-2023,2022,2023-04-09,VfL Bochum,VfB Stuttgart,Home,홈,2,3,-1,L,0,11,14,5,7,7,4,12,8,3,0,False,True,True,27,7,0
20222023_250,2022-2023,2022,2023-04-16,VfL Bochum,1. FC Union Berlin,Away,원정,1,1,0,D,1,14,10,8,2,7,5,7,10,1,0,False,True,True,28,8,2
20222023_258,2022-2023,2022,2023-04-22,VfL Bochum,VfL Wolfsburg,Home,홈,1,5,-4,L,0,23,15,6,7,10,3,11,8,3,0,False,True,True,29,5,-4
20222023_262,2022-2023,2022,2023-04-28,VfL Bochum,Borussia Dortmund,Home,홈,1,1,0,D,1,10,21,4,6,4,11,13,9,1,0,False,True,True,30,3,-5
20222023_273,2022-2023,2022,2023-05-06,VfL Bochum,Borussia Mönchengladbach,Away,원정,0,2,-2,L,0,14,25,3,9,3,11,13,7,1,0,False,False,True,31,2,-7
20222023_285,2022-2023,2022,2023-05-13,VfL Bochum,FC Augsburg,Home,홈,3,2,1,W,3,15,12,8,2,7,7,13,16,3,0,False,True,True,32,5,-5
20222023_291,2022-2023,2022,2023-05-20,VfL Bochum,Hertha BSC,Away,원정,1,1,0,D,1,17,14,6,4,5,9,10,7,1,0,False,True,True,33,5,-5
20222023_305,2022-2023,2022,2023-05-27,VfL Bochum,Bayer Leverkusen,Home,홈,3,0,3,W,3,10,11,5,2,2,5,12,12,5,0,True,True,True,34,8,2
20222023_007,2022-2023,2022,2022-08-06,VfL Wolfsburg,Werder Bremen,Home,홈,2,2,0,D,1,13,10,3,5,2,5,11,14,2,0,False,True,True,1,1,0
20222023_017,2022-2023,2022,2022-08-14,VfL Wolfsburg,Bayern München,Away,원정,0,2,-2,L,0,7,24,1,8,4,8,10,7,1,0,False,False,True,2,1,-2
20222023_025,2022-2023,2022,2022-08-20,VfL Wolfsburg,Schalke 04,Home,홈,0,0,0,D,1,16,9,6,2,12,4,13,10,1,0,True,False,True,3,2,-2
20222023_032,2022-2023,2022,2022-08-27,VfL Wolfsburg,RB Leipzig,Away,원정,0,2,-2,L,0,9,16,4,7,4,8,15,20,3,0,False,False,True,4,2,-4
20222023_043,2022-2023,2022,2022-09-03,VfL Wolfsburg,1. FC Köln,Home,홈,2,4,-2,L,0,9,18,3,5,5,4,13,14,2,0,False,True,True,5,2,-6
20222023_048,2022-2023,2022,2022-09-10,VfL Wolfsburg,Eintracht Frankfurt,Away,원정,1,0,1,W,3,6,11,3,0,5,10,13,16,4,0,True,True,True,6,4,-5
20222023_061,2022-2023,2022,2022-09-18,VfL Wolfsburg,1. FC Union Berlin,Away,원정,0,2,-2,L,0,5,16,0,4,1,4,6,18,0,0,False,False,True,7,4,-5
20222023_069,2022-2023,2022,2022-10-01,VfL Wolfsburg,VfB Stuttgart,Home,홈,3,2,1,W,3,20,15,7,7,8,5,16,14,3,0,False,True,True,8,6,-4
20222023_076,2022-2023,2022,2022-10-08,VfL Wolfsburg,FC Augsburg,Away,원정,1,1,0,D,1,12,18,7,5,5,11,11,19,3,0,False,True,True,9,7,-2
20222023_086,2022-2023,2022,2022-10-15,VfL Wolfsburg,Borussia Mönchengladbach,Home,홈,2,2,0,D,1,16,10,4,5,7,6,13,11,3,0,False,True,True,10,8,0
20222023_092,2022-2023,2022,2022-10-22,VfL Wolfsburg,Bayer Leverkusen,Away,원정,2,2,0,D,1,9,13,3,5,3,3,5,19,1,0,False,True,True,11,6,-1
20222023_105,2022-2023,2022,2022-10-29,VfL Wolfsburg,VfL Bochum,Home,홈,4,0,4,W,3,22,10,7,3,7,2,7,17,1,0,True,True,True,12,9,5
20222023_113,2022-2023,2022,2022-11-05,VfL Wolfsburg,Mainz 05,Away,원정,3,0,3,W,3,10,16,3,3,4,9,6,15,1,0,True,True,True,13,9,7
20222023_121,2022-2023,2022,2022-11-08,VfL Wolfsburg,Borussia Dortmund,Home,홈,2,0,2,W,3,15,20,8,6,6,9,10,12,4,0,True,True,True,14,11,9
20222023_132,2022-2023,2022,2022-11-12,VfL Wolfsburg,TSG Hoffenheim,Away,원정,2,1,1,W,3,6,22,3,8,1,7,11,15,3,0,False,True,True,15,13,10
20222023_142,2022-2023,2022,2023-01-21,VfL Wolfsburg,SC Freiburg,Home,홈,6,0,6,W,3,13,9,11,1,0,5,11,12,1,0,True,True,True,16,15,16
20222023_146,2022-2023,2022,2023-01-24,VfL Wolfsburg,Hertha BSC,Away,원정,5,0,5,W,3,15,8,7,2,4,6,13,20,0,0,True,True,True,17,15,17
20222023_160,2022-2023,2022,2023-01-28,VfL Wolfsburg,Werder Bremen,Away,원정,1,2,-1,L,0,7,14,3,5,6,2,12,16,3,0,False,True,True,18,12,13
20222023_171,2022-2023,2022,2023-02-05,VfL Wolfsburg,Bayern München,Home,홈,2,4,-2,L,0,19,9,5,4,7,4,10,9,2,0,False,True,True,19,9,9
20222023_172,2022-2023,2022,2023-02-10,VfL Wolfsburg,Schalke 04,Away,원정,0,0,0,D,1,8,17,2,5,3,9,20,10,4,0,True,False,True,20,7,8
20222023_186,2022-2023,2022,2023-02-18,VfL Wolfsburg,RB Leipzig,Home,홈,0,3,-3,L,0,7,17,2,5,2,5,16,15,1,0,False,False,True,21,4,-1
20222023_191,2022-2023,2022,2023-02-25,VfL Wolfsburg,1. FC Köln,Away,원정,2,0,2,W,3,6,11,4,5,2,10,16,9,2,0,True,True,True,22,4,-4
20222023_207,2022-2023,2022,2023-03-05,VfL Wolfsburg,Eintracht Frankfurt,Home,홈,2,2,0,D,1,13,10,8,2,4,5,11,16,3,0,False,True,True,23,5,-3
20222023_215,2022-2023,2022,2023-03-12,VfL Wolfsburg,1. FC Union Berlin,Home,홈,1,1,0,D,1,15,11,6,2,3,5,11,14,1,0,False,True,True,24,6,-1
20222023_221,2022-2023,2022,2023-03-18,VfL Wolfsburg,VfB Stuttgart,Away,원정,1,0,1,W,3,9,12,3,2,8,3,8,10,0,0,True,True,True,25,8,0
20222023_232,2022-2023,2022,2023-04-01,VfL Wolfsburg,FC Augsburg,Home,홈,2,2,0,D,1,23,5,5,2,4,7,9,15,3,0,False,True,True,26,9,3
20222023_241,2022-2023,2022,2023-04-09,VfL Wolfsburg,Borussia Mönchengladbach,Away,원정,0,2,-2,L,0,9,13,2,6,8,5,11,12,1,0,False,False,True,27,6,-1
20222023_251,2022-2023,2022,2023-04-16,VfL Wolfsburg,Bayer Leverkusen,Home,홈,0,0,0,D,1,11,13,3,4,2,6,10,17,0,0,True,False,True,28,6,-1
20222023_258,2022-2023,2022,2023-04-22,VfL Wolfsburg,VfL Bochum,Away,원정,5,1,4,W,3,15,23,7,6,3,10,8,11,3,0,False,True,True,29,8,3
20222023_270,2022-2023,2022,2023-04-30,VfL Wolfsburg,Mainz 05,Home,홈,3,0,3,W,3,10,10,4,2,3,5,6,10,1,0,True,True,True,30,8,5
20222023_279,2022-2023,2022,2023-05-07,VfL Wolfsburg,Borussia Dortmund,Away,원정,0,6,-6,L,0,10,20,3,10,6,10,14,11,1,0,False,False,True,31,7,-1
20222023_286,2022-2023,2022,2023-05-13,VfL Wolfsburg,TSG Hoffenheim,Home,홈,2,1,1,W,3,8,10,3,2,3,7,17,12,2,0,False,True,True,32,10,2
